72,0,90,0,4,53,500
72,0,90,0,4,53,600
72,0,90,0,4,53,700
72,0,90,0,4,53,800
72,0,90,0,4,53,900
72,0,90,0,4,54,0
72,0,90,0,4,54,100
72,0,90,0,4,54,200
72,0,90,0,4,54,300
72,0,90,0,4,54,400
72,0,90,0,4,54,500
72,0,90,0,4,54,600
72,0,90,0,4,54,700
72,0,90,0,4,54,800
72,0,90,0,4,54,900
72,0,90,0,4,55,0
72,0,90,0,4,55,100
72,0,90,0,4,55,200
72,0,90,0,4,55,300
72,0,90,0,4,55,400
72,0,90,0,4,55,500
72,0,90,0,4,55,600
72,0,90,0,4,55,700
72,0,90,0,4,55,800
72,0,90,0,4,55,900
72,0,90,0,4,56,0
72,0,90,0,4,56,100
72,0,90,0,4,56,200
72,0,90,0,4,56,300
72,0,90,0,4,56,400
72,0,90,0,4,56,500
72,0,90,0,4,56,600
72,0,90,0,4,56,700
72,0,90,0,4,56,800
72,0,90,0,4,56,900
72,0,90,0,4,57,0
72,0,90,0,4,57,100
72,0,90,0,4,57,200
72,0,90,0,4,57,300
72,0,90,0,4,57,400
72,0,90,0,4,57,500
72,0,90,0,4,57,600
72,0,90,0,4,57,700
72,0,90,0,4,57,800
72,0,90,0,4,57,900
72,0,90,0,4,58,0
72,0,90,0,4,58,100
72,0,90,0,4,58,200
72,0,90,0,4,58,300
72,0,90,0,4,58,400
72,0,90,0,4,58,500
72,0,90,0,4,58,600
72,0,90,0,4,58,700
72,0,90,0,4,58,800
72,0,90,0,4,58,900
72,0,90,0,4,59,0
72,0,90,0,4,59,100
72,0,90,0,4,59,200
72,0,90,0,4,59,300
72,0,90,0,4,59,400
72,0,90,0,4,59,500
72,0,90,0,4,59,600
72,0,90,0,4,59,700
72,0,90,0,4,59,800
72,0,90,0,4,59,900
71,0,90,0,5,0,0
70,0,90,0,5,0,100
69,0,90,0,5,0,200
68,0,90,0,5,0,300
67,0,90,0,5,0,400
66,0,90,0,5,0,500
65,0,90,0,5,0,600
64,0,90,0,5,0,700
63,0,90,0,5,0,800
62,0,90,0,5,0,900
61,0,90,0,5,1,0
60,0,90,0,5,1,100
59,0,90,0,5,1,200
58,0,90,0,5,1,300
57,0,90,0,5,1,400
56,0,90,0,5,1,500
55,0,90,0,5,1,600
54,0,90,0,5,1,700
53,0,90,0,5,1,800
52,0,90,0,5,1,900
51,0,90,0,5,2,0
50,0,90,0,5,2,100
49,0,90,0,5,2,200
48,0,90,0,5,2,300
47,0,90,0,5,2,400
46,0,90,0,5,2,500
45,0,90,0,5,2,600
44,0,90,0,5,2,700
43,0,90,0,5,2,800
42,0,90,0,5,2,900
41,0,90,0,5,3,0
40,0,90,0,5,3,100
39,0,90,0,5,3,200
38,0,90,0,5,3,300
37,0,90,0,5,3,400
36,0,90,0,5,3,500
35,0,90,0,5,3,600
34,0,90,0,5,3,700
33,0,90,0,5,3,800
32,0,90,0,5,3,900
31,0,90,0,5,4,0
30,0,90,0,5,4,100
29,0,90,0,5,4,200
28,0,90,0,5,4,300
27,0,90,0,5,4,400
26,0,90,0,5,4,500
25,0,90,0,5,4,600
24,0,90,0,5,4,700
23,0,90,0,5,4,800
22,0,90,0,5,4,900
21,0,90,0,5,5,0
20,0,90,0,5,5,100
19,0,90,0,5,5,200
18,0,90,0,5,5,300
17,0,90,0,5,5,400
16,0,90,0,5,5,500
15,0,90,0,5,5,600
14,0,90,0,5,5,700
13,0,90,0,5,5,800
12,0,90,0,5,5,900
11,0,90,0,5,6,0
10,0,90,0,5,6,100
9,0,90,0,5,6,200
8,0,90,0,5,6,300
7,0,90,0,5,6,400
6,0,90,0,5,6,500
5,0,90,0,5,6,600
4,0,90,0,5,6,700
3,0,90,0,5,6,800
2,0,90,0,5,6,900
1,0,90,0,5,7,0
0,0,90,0,5,7,100
0,0,90,0,5,7,200
0,0,90,0,5,7,300
0,0,90,0,5,7,400
0,0,90,0,5,7,500
0,0,90,0,5,7,600
0,0,90,0,5,7,700
0,0,90,0,5,7,800
0,0,90,0,5,7,900
0,0,90,0,5,8,0
0,0,90,0,5,8,100
0,0,90,0,5,8,200
0,0,90,0,5,8,300
0,0,90,0,5,8,400
0,0,90,0,5,8,500
0,0,90,0,5,8,600
0,0,90,0,5,8,700
0,0,90,0,5,8,800
0,0,90,0,5,8,900
0,0,90,0,5,9,0
0,0,90,0,5,9,100
0,0,90,0,5,9,200
0,0,90,0,5,9,300
0,0,90,0,5,9,400
0,0,90,0,5,9,500
0,0,90,0,5,9,600
0,0,90,0,5,9,700
0,0,90,0,5,9,800
0,0,90,0,5,9,900
0,0,90,0,5,10,0
0,0,90,0,5,10,100
0,0,90,0,5,10,200
0,0,90,0,5,10,300
0,0,90,0,5,10,400
0,0,90,0,5,10,500
0,0,90,0,5,10,600
0,0,90,0,5,10,700
0,0,90,0,5,10,800
0,0,90,0,5,10,900
0,0,90,0,5,11,0
