55,0,106,0,0,56,400
55,0,106,0,0,56,500
55,0,106,0,0,56,600
55,0,106,0,0,56,700
55,0,106,0,0,56,800
55,0,106,0,0,56,900
55,0,106,0,0,57,0
55,0,106,0,0,57,100
55,0,106,0,0,57,200
55,0,106,0,0,57,300
55,0,106,0,0,57,400
55,0,106,0,0,57,500
55,0,106,0,0,57,600
55,0,106,0,0,57,700
55,0,106,0,0,57,800
55,0,106,0,0,57,900
55,0,106,0,0,58,0
55,0,106,0,0,58,100
55,0,106,0,0,58,200
55,0,106,0,0,58,300
55,0,106,0,0,58,400
55,0,106,0,0,58,500
55,0,106,0,0,58,600
55,0,106,0,0,58,700
55,0,106,0,0,58,800
55,0,106,0,0,58,900
55,0,106,0,0,59,0
55,0,106,0,0,59,100
55,0,106,0,0,59,200
55,0,106,0,0,59,300
55,0,106,0,0,59,400
55,0,106,0,0,59,500
55,0,106,0,0,59,600
55,0,106,0,0,59,700
55,0,106,0,0,59,800
55,0,106,0,0,59,900
54,0,106,0,1,0,0
53,0,106,0,1,0,100
52,0,106,0,1,0,200
51,0,106,0,1,0,300
50,0,106,0,1,0,400
49,0,106,0,1,0,500
48,0,106,0,1,0,600
47,0,106,0,1,0,700
46,1,106,0,1,0,800
45,4,106,0,1,0,900
44,7,106,0,1,1,0
43,10,106,0,1,1,100
42,13,106,0,1,1,200
41,16,106,0,1,1,300
40,19,106,0,1,1,400
39,22,106,0,1,1,500
38,25,106,0,1,1,600
37,28,106,0,1,1,700
36,31,106,0,1,1,800
35,34,106,0,1,1,900
34,37,106,0,1,2,0
33,40,106,0,1,2,100
32,43,106,0,1,2,200
31,46,106,0,1,2,300
30,49,106,0,1,2,400
29,52,106,0,1,2,500
28,55,106,0,1,2,600
27,58,106,0,1,2,700
26,61,106,0,1,2,800
25,64,106,0,1,2,900
24,67,106,0,1,3,0
23,70,106,0,1,3,100
22,73,106,0,1,3,200
21,76,106,0,1,3,300
20,79,106,0,1,3,400
20,82,106,0,1,3,500
20,85,106,0,1,3,600
20,88,106,0,1,3,700
20,91,106,0,1,3,800
20,94,106,0,1,3,900
20,97,106,0,1,4,0
20,100,106,0,1,4,100
20,103,106,0,1,4,200
20,106,106,0,1,4,300
20,109,106,0,1,4,400
20,112,106,0,1,4,500
20,115,106,0,1,4,600
20,118,106,0,1,4,700
20,121,106,0,1,4,800
20,124,106,0,1,4,900
20,121,106,0,1,5,0
20,118,106,0,1,5,100
20,115,106,0,1,5,200
20,112,106,0,1,5,300
20,109,106,0,1,5,400
20,106,106,0,1,5,500
20,103,106,0,1,5,600
20,100,106,0,1,5,700
20,97,106,0,1,5,800
20,94,106,0,1,5,900
20,91,106,0,1,6,0
20,88,106,0,1,6,100
20,85,106,0,1,6,200
20,82,106,0,1,6,300
20,79,106,0,1,6,400
20,76,106,0,1,6,500
20,73,106,0,1,6,600
20,70,106,0,1,6,700
20,67,106,0,1,6,800
20,64,106,0,1,6,900
