20,91,106,0,1,6,0
20,88,106,0,1,6,100
20,85,106,0,1,6,200
20,82,106,0,1,6,300
20,79,106,0,1,6,400
20,76,106,0,1,6,500
20,73,106,0,1,6,600
20,70,106,0,1,6,700
20,67,106,0,1,6,800
20,64,106,0,1,6,900
21,61,106,0,1,7,0
22,58,106,0,1,7,100
23,55,106,0,1,7,200
24,52,106,0,1,7,300
25,49,106,0,1,7,400
26,46,106,0,1,7,500
27,43,106,0,1,7,600
28,40,106,0,1,7,700
29,37,106,0,1,7,800
30,34,106,0,1,7,900
31,31,106,0,1,8,0
32,28,106,0,1,8,100
33,25,106,0,1,8,200
34,22,106,0,1,8,300
35,19,106,0,1,8,400
36,16,106,0,1,8,500
37,13,106,0,1,8,600
38,10,106,0,1,8,700
39,7,106,0,1,8,800
40,4,106,0,1,8,900
41,1,106,0,1,9,0
42,0,106,0,1,9,100
43,0,106,0,1,9,200
44,0,106,0,1,9,300
45,0,106,0,1,9,400
46,0,106,0,1,9,500
47,0,106,0,1,9,600
48,0,106,0,1,9,700
49,0,106,0,1,9,800
50,0,106,0,1,9,900
51,0,106,0,1,10,0
52,0,106,0,1,10,100
53,0,106,0,1,10,200
54,0,106,0,1,10,300
55,0,106,0,1,10,400
56,0,106,0,1,10,500
57,0,106,0,1,10,600
58,0,106,0,1,10,700
59,0,106,0,1,10,800
60,0,106,0,1,10,900
60,0,106,0,1,11,0
60,0,106,0,1,11,100
60,0,106,0,1,11,200
60,0,106,0,1,11,300
60,0,106,0,1,11,400
60,0,106,0,1,11,500
60,0,106,0,1,11,600
60,0,106,0,1,11,700
60,0,106,0,1,11,800
60,0,106,0,1,11,900
60,0,106,0,1,12,0
60,0,106,0,1,12,100
60,0,106,0,1,12,200
60,0,106,0,1,12,300
60,0,106,0,1,12,400
60,0,106,0,1,12,500
60,0,106,0,1,12,600
60,0,106,0,1,12,700
60,0,106,0,1,12,800
60,0,106,0,1,12,900
60,0,106,0,1,13,0
60,0,106,0,1,13,100
60,0,106,0,1,13,200
60,0,106,0,1,13,300
60,0,106,0,1,13,400
60,0,106,0,1,13,500
60,0,106,0,1,13,600
60,0,106,0,1,13,700
